family_name,days_total,pos_days,zero_days,zero_rate,pos_rate,qty_total,qty_avg_all_days,qty_avg_pos_days,qty_std_pos_days,years_count,active_months,adi,cv2_pos,peak_doy,season_start_p25,season_start_p50,season_start_p75,demand_class,data_quality_class,seasonality_class
spathiphillum,6273,4826,1447,0.2307,0.7693,17922.0,2.857,3.7136,3.157,18,12,1.2999,0.7227,246,2.0,2.0,3.8,erratic,strong,all_year
kalanchoe,6273,5002,1270,0.2025,0.7974,26327.0,4.1969,5.2639,4.9095,18,12,1.2541,0.8699,115,2.0,2.0,4.0,erratic,strong,all_year
phaelenopsis,6273,5337,936,0.1492,0.8508,22470.0,3.582,4.2102,3.77,18,12,1.175,0.8018,358,2.0,2.0,2.0,erratic,strong,all_year
p.grasse,6273,6116,157,0.025,0.975,217759.0,34.7137,35.6048,38.2816,18,12,1.0257,1.156,115,2.0,2.0,2.0,erratic,strong,all_year
alluadia,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,171,,,,insufficient,weak,very_narrow
aronia,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,89,,,,insufficient,weak,very_narrow
bonsai juniperus,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,116,,,,insufficient,weak,very_narrow
browningia,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,58,,,,insufficient,weak,very_narrow
butia,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,147,,,,insufficient,weak,very_narrow
cardo,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,165,,,,insufficient,weak,very_narrow
caryota,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,84,,,,insufficient,weak,very_narrow
faggio,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,37,,,,insufficient,weak,very_narrow
frassino,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,37,,,,insufficient,weak,very_narrow
nuphar,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,115,,,,insufficient,weak,very_narrow
palma washingtonia,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,158,,,,insufficient,weak,very_narrow
sandersonia,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,277,,,,insufficient,weak,very_narrow
sarcococca,6273,1,6272,0.9998,0.0002,1.0,0.0002,1.0,,18,1,,,337,,,,insufficient,weak,very_narrow
cheiridopsis,6273,1,6272,0.9998,0.0002,2.0,0.0003,2.0,,18,1,,,93,,,,insufficient,weak,very_narrow
dodonea,6273,1,6272,0.9998,0.0002,2.0,0.0003,2.0,,18,1,,,96,,,,insufficient,weak,very_narrow
biophytum,6273,2,6271,0.9997,0.0003,2.0,0.0003,1.0,0.0,18,2,87.0,0.0,145,,,,intermittent,weak,very_narrow
ceratophyllum,6273,2,6271,0.9997,0.0003,2.0,0.0003,1.0,0.0,18,1,9.0,0.0,101,,,,intermittent,weak,very_narrow
cumino,6273,2,6271,0.9997,0.0003,2.0,0.0003,1.0,0.0,18,1,6.0,0.0,83,,,,intermittent,weak,very_narrow
ficus robusta,6273,2,6271,0.9997,0.0003,2.0,0.0003,1.0,0.0,18,2,88.0,0.0,8,,,,intermittent,weak,very_narrow
hamamelis,6273,2,6271,0.9997,0.0003,2.0,0.0003,1.0,0.0,18,2,1114.0,0.0,116,120.5,125.0,129.5,intermittent,weak,very_narrow
mazus,6273,2,6271,0.9997,0.0003,2.0,0.0003,1.0,0.0,18,2,6.0,0.0,148,,,,intermittent,weak,very_narrow
sommacco,6273,2,6271,0.9997,0.0003,2.0,0.0003,1.0,0.0,18,1,380.0,0.0,164,167.5,171.0,174.5,intermittent,weak,very_narrow
tiglio,6273,2,6271,0.9997,0.0003,2.0,0.0003,1.0,0.0,18,2,42.0,0.0,309,,,,intermittent,weak,very_narrow
zenzero,6273,2,6271,0.9997,0.0003,2.0,0.0003,1.0,0.0,18,2,41.0,0.0,37,,,,intermittent,weak,very_narrow
caltha,6273,3,6270,0.9995,0.0005,3.0,0.0005,1.0,0.0,18,2,19.0,0.0,148,,,,intermittent,weak,very_narrow
exochorda,6273,3,6270,0.9995,0.0005,3.0,0.0005,1.0,0.0,18,2,3.0,0.0,91,,,,intermittent,weak,very_narrow
palma trachycarpus,6273,3,6270,0.9995,0.0005,3.0,0.0005,1.0,0.0,18,2,22.0,0.0,95,,,,intermittent,weak,very_narrow
pinus,6273,3,6270,0.9995,0.0005,3.0,0.0005,1.0,0.0,18,3,20.5,0.0,14,101.8,189.5,277.2,intermittent,weak,very_narrow
quercia da sughero,6273,3,6270,0.9995,0.0005,3.0,0.0005,1.0,0.0,18,2,1449.5,0.0,18,20.8,23.5,26.2,intermittent,weak,very_narrow
ruscus,6273,3,6270,0.9995,0.0005,3.0,0.0005,1.0,0.0,18,2,805.0,0.0,70,178.0,286.0,292.0,intermittent,weak,very_narrow
cedrus,6273,3,6270,0.9995,0.0005,4.0,0.0006,1.3333,0.5774,18,2,959.0,0.1875,158,204.0,250.0,257.5,intermittent,weak,very_narrow
mirabilis,6273,3,6270,0.9995,0.0005,4.0,0.0006,1.3333,0.5774,18,3,24.0,0.1875,80,,,,intermittent,weak,very_narrow
streptosolen,6273,3,6270,0.9995,0.0005,4.0,0.0006,1.3333,0.5774,18,2,2.0,0.1875,149,,,,intermittent,weak,very_narrow
kolkwitzia,6273,3,6270,0.9995,0.0005,5.0,0.0008,1.6667,1.1547,18,3,698.0,0.48,124,81.5,104.0,114.0,intermittent,weak,very_narrow
pimelea,6273,3,6270,0.9995,0.0005,5.0,0.0008,1.6667,1.1547,18,1,1.5,0.48,129,,,,intermittent,weak,very_narrow
typha,6273,3,6270,0.9995,0.0005,5.0,0.0008,1.6667,1.1547,18,1,3.0,0.48,149,,,,intermittent,weak,very_narrow
erba del bosco,6273,3,6270,0.9995,0.0005,6.0,0.001,2.0,1.0,18,3,255.5,0.25,100,136.5,173.0,209.5,intermittent,weak,very_narrow
lythrum,6273,3,6270,0.9995,0.0005,8.0,0.0013,2.6667,1.1547,18,1,5.5,0.1875,223,,,,intermittent,weak,very_narrow
scabiosa,6273,3,6270,0.9995,0.0005,8.0,0.0013,2.6667,1.1547,18,2,1106.5,0.1875,138,143.2,148.5,153.8,intermittent,weak,very_narrow
akebia,6273,4,6269,0.9994,0.0006,4.0,0.0006,1.0,0.0,18,2,978.0,0.0,74,79.2,84.5,89.8,intermittent,weak,very_narrow
bonsai ilex,6273,4,6269,0.9994,0.0006,4.0,0.0006,1.0,0.0,18,4,1273.6667,0.0,45,65.8,86.5,107.2,intermittent,weak,seasonal
colmanara,6273,4,6269,0.9994,0.0006,4.0,0.0006,1.0,0.0,18,1,5.6667,0.0,71,,,,intermittent,weak,very_narrow
cornus,6273,4,6269,0.9994,0.0006,4.0,0.0006,1.0,0.0,18,4,727.3333,0.0,24,28.5,33.0,66.5,intermittent,weak,seasonal
crestate,6273,4,6269,0.9994,0.0006,4.0,0.0006,1.0,0.0,18,3,106.0,0.0,159,207.8,256.5,305.2,intermittent,weak,very_narrow
fingerlime,6273,4,6269,0.9994,0.0006,4.0,0.0006,1.0,0.0,18,2,18.3333,0.0,95,,,,intermittent,weak,very_narrow
haworthia,6273,4,6269,0.9994,0.0006,4.0,0.0006,1.0,0.0,18,4,115.3333,0.0,4,64.0,124.0,184.0,intermittent,weak,seasonal
catregus,6273,4,6269,0.9994,0.0006,5.0,0.0008,1.25,0.5,18,4,1094.0,0.16,85,56.5,78.0,99.5,intermittent,weak,seasonal
senape,6273,4,6269,0.9994,0.0006,5.0,0.0008,1.25,0.5,18,1,7.0,0.16,64,,,,intermittent,weak,very_narrow
amelanchier,6273,4,6269,0.9994,0.0006,6.0,0.001,1.5,0.5774,18,2,141.3333,0.1481,37,51.8,66.5,81.2,intermittent,weak,very_narrow
empetro,6273,4,6269,0.9994,0.0006,6.0,0.001,1.5,0.5774,18,2,23.0,0.1481,284,,,,intermittent,weak,very_narrow
pellaea,6273,4,6269,0.9994,0.0006,6.0,0.001,1.5,0.5774,18,2,9.6667,0.1481,361,,,,intermittent,weak,very_narrow
doryopteris,6273,5,6268,0.9992,0.0008,5.0,0.0008,1.0,0.0,18,3,17.0,0.0,253,,,,intermittent,weak,very_narrow
palma rhapis,6273,5,6268,0.9992,0.0008,5.0,0.0008,1.0,0.0,18,4,42.5,0.0,10,89.8,169.5,249.2,intermittent,weak,seasonal
nepeta,6273,5,6268,0.9992,0.0008,6.0,0.001,1.2,0.4472,18,5,340.0,0.1389,254,64.8,117.5,178.2,intermittent,weak,seasonal
odontoglossum,6273,5,6268,0.9992,0.0008,6.0,0.001,1.2,0.4472,18,2,8.0,0.1389,92,,,,intermittent,weak,very_narrow
philirrea,6273,5,6268,0.9992,0.0008,8.0,0.0013,1.6,0.8944,18,3,11.75,0.3125,135,,,,intermittent,weak,very_narrow
calylophus,6273,5,6268,0.9992,0.0008,9.0,0.0014,1.8,0.8367,18,3,13.75,0.216,164,,,,intermittent,weak,very_narrow
dianella,6273,5,6268,0.9992,0.0008,11.0,0.0018,2.2,1.3038,18,3,41.0,0.3512,102,78.8,154.5,230.2,intermittent,weak,very_narrow
eucharis,6273,6,6267,0.999,0.001,6.0,0.001,1.0,0.0,18,4,37.6,0.0,107,161.2,215.5,269.8,intermittent,weak,seasonal
bonsai zelnova nire,6273,6,6267,0.999,0.001,7.0,0.0011,1.1667,0.4082,18,4,52.6,0.1224,358,72.8,143.5,214.2,intermittent,weak,seasonal
neobuxbaumia,6273,6,6267,0.999,0.001,7.0,0.0011,1.1667,0.4082,18,4,566.2,0.1224,148,101.5,134.0,167.5,intermittent,weak,seasonal
noce,6273,6,6267,0.999,0.001,7.0,0.0011,1.1667,0.4082,18,5,552.0,0.1224,40,37.2,165.0,301.2,intermittent,weak,seasonal
sambuco,6273,6,6267,0.999,0.001,7.0,0.0011,1.1667,0.4082,18,5,506.4,0.1224,86,85.5,116.5,135.0,intermittent,weak,seasonal
bonsai quercia,6273,6,6267,0.999,0.001,8.0,0.0013,1.3333,0.5164,18,5,598.6,0.15,39,34.8,167.0,304.5,intermittent,weak,seasonal
jatropha,6273,6,6267,0.999,0.001,9.0,0.0014,1.5,0.5477,18,3,21.2,0.1333,151,,,,intermittent,weak,very_narrow
choysia,6273,7,6266,0.9989,0.0011,7.0,0.0011,1.0,0.0,18,2,546.6667,0.0,61,68.5,76.0,83.5,intermittent,weak,very_narrow
dewinteria,6273,7,6266,0.9989,0.0011,7.0,0.0011,1.0,0.0,18,6,21.0,0.0,17,103.8,190.5,277.2,intermittent,weak,seasonal
ptilotus,6273,7,6266,0.9989,0.0011,7.0,0.0011,1.0,0.0,18,2,5.6667,0.0,153,,,,intermittent,weak,very_narrow
abete costeriana,6273,7,6266,0.9989,0.0011,8.0,0.0013,1.1429,0.378,18,5,479.0,0.1094,329,195.0,329.0,336.5,intermittent,weak,seasonal
ginkgo biloba,6273,7,6266,0.9989,0.0011,8.0,0.0013,1.1429,0.378,18,3,192.1667,0.1094,146,97.5,123.0,126.0,intermittent,weak,very_narrow
laburnum,6273,7,6266,0.9989,0.0011,8.0,0.0013,1.1429,0.378,18,3,801.8333,0.1094,120,81.8,94.0,103.5,intermittent,weak,very_narrow
bulbine,6273,7,6266,0.9989,0.0011,9.0,0.0014,1.2857,0.488,18,5,30.5,0.144,89,,,,intermittent,weak,seasonal
chinotto,6273,7,6266,0.9989,0.0011,9.0,0.0014,1.2857,0.7559,18,5,549.3333,0.3457,58,107.5,157.0,161.5,intermittent,weak,seasonal
hutchinsia,6273,7,6266,0.9989,0.0011,9.0,0.0014,1.2857,0.488,18,2,4.0,0.144,36,,,,intermittent,weak,very_narrow
palma excelsa,6273,7,6266,0.9989,0.0011,9.0,0.0014,1.2857,0.488,18,5,758.3333,0.144,92,91.0,99.5,127.5,intermittent,weak,seasonal
scutellaria,6273,7,6266,0.9989,0.0011,9.0,0.0014,1.2857,0.488,18,1,2.3333,0.144,102,,,,intermittent,weak,very_narrow
pulsatilla,6273,7,6266,0.9989,0.0011,10.0,0.0016,1.4286,0.7868,18,3,6.3333,0.3033,97,,,,intermittent,weak,very_narrow
dasylirion,6273,8,6265,0.9987,0.0013,8.0,0.0013,1.0,0.0,18,4,623.5714,0.0,43,67.2,121.0,132.0,intermittent,weak,seasonal
dyckia,6273,8,6265,0.9987,0.0013,8.0,0.0013,1.0,0.0,18,7,184.7143,0.0,125,152.8,225.0,298.5,intermittent,weak,broad_seasonal
cyrthanthus,6273,8,6265,0.9987,0.0013,11.0,0.0018,1.375,0.744,18,3,97.0,0.2928,159,81.0,108.0,133.5,intermittent,weak,very_narrow
cicoria,6273,8,6265,0.9987,0.0013,13.0,0.0021,1.625,0.9161,18,4,15.5714,0.3178,67,,,,intermittent,weak,seasonal
centaurea,6273,8,6265,0.9987,0.0013,17.0,0.0027,2.125,1.3562,18,4,706.0,0.4073,77,84.8,92.5,100.2,intermittent,weak,seasonal
archonto phoenix,6273,9,6264,0.9986,0.0014,9.0,0.0014,1.0,0.0,18,6,510.125,0.0,12,72.0,135.0,143.0,intermittent,weak,seasonal
edgeworthia,6273,9,6264,0.9986,0.0014,9.0,0.0014,1.0,0.0,18,6,598.875,0.0,21,48.0,59.5,64.5,intermittent,weak,seasonal
bonsai zelkova,6273,9,6264,0.9986,0.0014,10.0,0.0016,1.1111,0.3333,18,3,239.875,0.09,122,124.0,126.0,162.5,intermittent,weak,very_narrow
orchidea vanilla,6273,9,6264,0.9986,0.0014,10.0,0.0016,1.1111,0.3333,18,5,13.125,0.09,67,,,,intermittent,weak,seasonal
physocarpus,6273,9,6264,0.9986,0.0014,10.0,0.0016,1.1111,0.3333,18,4,370.5,0.09,145,83.8,124.0,150.8,intermittent,weak,seasonal
dischidia,6273,9,6264,0.9986,0.0014,15.0,0.0024,1.6667,0.866,18,2,4.125,0.27,114,,,,intermittent,weak,very_narrow
licuala,6273,9,6264,0.9986,0.0014,15.0,0.0024,1.6667,0.7071,18,5,147.75,0.18,250,40.0,63.0,113.0,intermittent,weak,seasonal
mertensia,6273,9,6264,0.9986,0.0014,18.0,0.0029,2.0,0.866,18,3,57.875,0.1875,107,110.0,114.0,118.0,intermittent,weak,very_narrow
mangrovia,6273,10,6263,0.9984,0.0016,10.0,0.0016,1.0,0.0,18,4,84.8889,0.0,19,20.5,22.0,188.0,intermittent,weak,seasonal
aristolochia,6273,10,6263,0.9984,0.0016,11.0,0.0018,1.1,0.3162,18,6,409.5556,0.0826,248,141.0,226.0,257.0,intermittent,weak,seasonal
cleistocactus,6273,10,6263,0.9984,0.0016,11.0,0.0018,1.1,0.3162,18,7,532.3333,0.0826,137,99.0,120.0,141.5,intermittent,weak,broad_seasonal
correa,6273,10,6263,0.9984,0.0016,11.0,0.0018,1.1,0.3162,18,4,84.0,0.0826,342,2.8,13.5,103.5,intermittent,weak,seasonal
nocciolo,6273,10,6263,0.9984,0.0016,11.0,0.0018,1.1,0.3162,18,6,565.7778,0.0826,162,108.8,131.0,183.8,intermittent,weak,seasonal
rafano,6273,10,6263,0.9984,0.0016,12.0,0.0019,1.2,0.4216,18,5,118.5556,0.1235,88,68.0,101.0,168.2,intermittent,weak,seasonal
formium,6273,10,6263,0.9984,0.0016,13.0,0.0021,1.3,0.6749,18,6,37.8889,0.2696,257,95.8,149.5,203.2,intermittent,weak,seasonal
nematanthus,6273,10,6263,0.9984,0.0016,13.0,0.0021,1.3,0.6749,18,5,11.1111,0.2696,108,,,,intermittent,weak,seasonal
achillea,6273,10,6263,0.9984,0.0016,14.0,0.0022,1.4,0.5164,18,4,51.6667,0.1361,169,162.2,163.5,164.8,intermittent,weak,seasonal
polaskia,6273,11,6262,0.9982,0.0018,11.0,0.0018,1.0,0.0,18,7,506.2,0.0,106,136.2,260.0,309.5,intermittent,weak,broad_seasonal
bonsai buxus,6273,11,6262,0.9982,0.0018,12.0,0.0019,1.0909,0.3015,18,4,154.8,0.0764,164,68.8,71.5,74.2,intermittent,weak,seasonal
carissa,6273,11,6262,0.9982,0.0018,12.0,0.0019,1.0909,0.3015,18,6,21.0,0.0764,270,74.2,139.5,204.8,intermittent,weak,seasonal
hydrangea quercifolia,6273,11,6262,0.9982,0.0018,16.0,0.0026,1.4545,0.5222,18,2,39.8,0.1289,141,149.2,157.5,165.8,intermittent,weak,very_narrow
ruellia,6273,11,6262,0.9982,0.0018,16.0,0.0026,1.4545,0.5222,18,5,35.6,0.1289,166,196.5,227.0,257.5,intermittent,weak,seasonal
gossypium,6273,11,6262,0.9982,0.0018,17.0,0.0027,1.5455,1.0357,18,5,149.1,0.4491,55,193.0,254.5,273.0,intermittent,weak,seasonal
radicchio,6273,11,6262,0.9982,0.0018,19.0,0.003,1.7273,0.9045,18,3,6.8,0.2742,75,,,,intermittent,weak,very_narrow
euphorbia tirocalli,6273,12,6261,0.9981,0.0019,12.0,0.0019,1.0,0.0,18,6,100.0909,0.0,49,37.2,49.0,70.2,intermittent,weak,seasonal
raoulia,6273,12,6261,0.9981,0.0019,15.0,0.0024,1.25,0.4523,18,7,175.1818,0.1309,266,132.0,257.0,260.0,intermittent,weak,broad_seasonal
habranthus,6273,12,6261,0.9981,0.0019,16.0,0.0026,1.3333,0.6513,18,4,42.0,0.2386,44,47.5,51.0,54.5,intermittent,weak,seasonal
lentisco,6273,12,6261,0.9981,0.0019,17.0,0.0027,1.4167,0.6686,18,5,122.8182,0.2227,265,108.0,151.0,235.5,intermittent,weak,seasonal
alcea,6273,12,6261,0.9981,0.0019,18.0,0.0029,1.5,0.9045,18,2,33.9091,0.3636,200,194.0,196.0,198.0,intermittent,weak,very_narrow
incarvillea,6273,13,6260,0.9979,0.0021,18.0,0.0029,1.3846,0.7679,18,5,93.25,0.3076,87,54.2,57.5,61.5,intermittent,weak,seasonal
symphoricarpos,6273,13,6260,0.9979,0.0021,18.0,0.0029,1.3846,0.7679,18,5,69.6667,0.3076,8,137.5,267.0,272.0,intermittent,weak,seasonal
alisso,6273,13,6260,0.9979,0.0021,25.0,0.004,1.9231,1.1152,18,3,3.9167,0.3363,105,,,,intermittent,weak,very_narrow
bonsai pepe,6273,14,6259,0.9978,0.0022,16.0,0.0026,1.1429,0.3631,18,6,287.8462,0.101,81,67.8,100.5,138.2,intermittent,weak,seasonal
taxus,6273,14,6259,0.9978,0.0022,16.0,0.0026,1.1429,0.3631,18,6,457.6923,0.101,107,130.0,172.0,249.0,intermittent,weak,seasonal
graminacee gynerium,6273,14,6259,0.9978,0.0022,21.0,0.0033,1.5,0.8549,18,8,210.5385,0.3248,343,55.0,82.0,293.0,intermittent,weak,broad_seasonal
palma,6273,15,6258,0.9976,0.0024,16.0,0.0026,1.0667,0.2582,18,9,285.2143,0.0586,127,56.2,92.5,140.8,intermittent,weak,broad_seasonal
mandorlo,6273,15,6258,0.9976,0.0024,19.0,0.003,1.2667,0.4577,18,7,239.6429,0.1306,56,55.5,57.0,175.0,intermittent,weak,broad_seasonal
hylocereus,6273,15,6258,0.9976,0.0024,21.0,0.0033,1.4,0.6325,18,6,18.0714,0.2041,70,,,,intermittent,weak,seasonal
pompelmo,6273,16,6257,0.9974,0.0026,16.0,0.0026,1.0,0.0,18,6,280.2667,0.0,130,83.2,106.0,120.2,intermittent,weak,seasonal
dypsis,6273,16,6257,0.9974,0.0026,19.0,0.003,1.1875,0.4031,18,10,237.4,0.1152,73,75.5,196.5,245.8,intermittent,weak,all_year
bracteantha,6273,16,6257,0.9974,0.0026,35.0,0.0056,2.1875,1.2764,18,2,24.5333,0.3405,114,102.8,105.5,108.2,intermittent,weak,very_narrow
dracena janet lind,6273,17,6256,0.9973,0.0027,20.0,0.0032,1.1765,0.7276,18,5,39.9375,0.3825,59,99.0,156.0,213.0,intermittent,weak,seasonal
albispina,6273,17,6256,0.9973,0.0027,21.0,0.0033,1.2353,0.4372,18,9,14.9375,0.1253,12,65.0,126.0,187.0,intermittent,weak,broad_seasonal
valeriana,6273,17,6256,0.9973,0.0027,22.0,0.0035,1.2941,0.7717,18,3,5.9375,0.3556,76,,,,intermittent,weak,very_narrow
coronilla,6273,17,6256,0.9973,0.0027,23.0,0.0037,1.3529,0.6063,18,2,297.5625,0.2009,85,69.0,78.0,86.0,intermittent,weak,very_narrow
chlidanthus,6273,17,6256,0.9973,0.0027,25.0,0.004,1.4706,0.8745,18,6,51.625,0.3536,221,53.0,54.0,58.0,intermittent,weak,seasonal
sparaxis,6273,18,6255,0.9971,0.0029,19.0,0.003,1.0556,0.2357,18,6,13.7647,0.0499,67,,,,intermittent,weak,seasonal
calicantus,6273,18,6255,0.9971,0.0029,20.0,0.0032,1.1111,0.3234,18,6,234.2941,0.0847,5,27.0,35.0,49.0,intermittent,weak,seasonal
cercis,6273,18,6255,0.9971,0.0029,20.0,0.0032,1.1111,0.3234,18,7,195.3529,0.0847,71,69.5,88.0,119.0,intermittent,weak,broad_seasonal
euria,6273,18,6255,0.9971,0.0029,21.0,0.0033,1.1667,0.3835,18,8,62.5882,0.108,71,32.8,55.0,71.0,intermittent,weak,broad_seasonal
anice,6273,18,6255,0.9971,0.0029,22.0,0.0035,1.2222,0.5483,18,8,249.8235,0.2013,95,79.5,82.0,84.5,intermittent,weak,broad_seasonal
borragine,6273,18,6255,0.9971,0.0029,24.0,0.0038,1.3333,0.767,18,4,152.3529,0.3309,98,90.0,106.5,123.2,intermittent,weak,seasonal
castagno,6273,18,6255,0.9971,0.0029,24.0,0.0038,1.3333,0.8402,18,8,171.5882,0.3971,70,55.5,70.0,107.5,intermittent,weak,broad_seasonal
lepismium,6273,19,6254,0.997,0.003,20.0,0.0032,1.0526,0.2294,18,9,56.2222,0.0475,209,31.5,47.0,76.0,intermittent,weak,broad_seasonal
tulbaghia,6273,19,6254,0.997,0.003,31.0,0.0049,1.6316,1.1161,18,9,325.0556,0.4679,76,112.0,162.0,169.5,intermittent,weak,broad_seasonal
coryllus,6273,20,6253,0.9968,0.0032,21.0,0.0033,1.05,0.2236,18,8,194.0,0.0454,66,73.8,102.0,116.5,intermittent,medium,broad_seasonal
dizygotheca,6273,20,6253,0.9968,0.0032,26.0,0.0041,1.3,0.7327,18,9,304.6842,0.3177,84,58.2,72.5,85.8,intermittent,medium,broad_seasonal
ozothamnus,6273,20,6253,0.9968,0.0032,28.0,0.0045,1.4,0.6806,18,2,134.7895,0.2363,96,100.5,107.0,112.0,intermittent,medium,very_narrow
scilla,6273,20,6253,0.9968,0.0032,28.0,0.0045,1.4,0.9403,18,8,283.9474,0.4511,87,51.5,95.0,122.0,intermittent,medium,broad_seasonal
afra,6273,21,6252,0.9967,0.0033,21.0,0.0033,1.0,0.0,18,8,65.4,0.0,126,20.0,62.5,108.0,intermittent,medium,broad_seasonal
mahonia,6273,21,6252,0.9967,0.0033,22.0,0.0035,1.0476,0.2182,18,8,253.45,0.0434,279,27.0,71.0,181.5,intermittent,medium,broad_seasonal
dracena gold coast,6273,21,6252,0.9967,0.0033,23.0,0.0037,1.0952,0.3008,18,8,43.75,0.0754,347,45.8,169.5,284.0,intermittent,medium,broad_seasonal
menta ananas,6273,21,6252,0.9967,0.0033,28.0,0.0045,1.3333,0.7303,18,4,74.0,0.3,137,85.5,87.0,96.5,intermittent,medium,seasonal
evolvulus,6273,21,6252,0.9967,0.0033,44.0,0.007,2.0952,1.3381,18,5,40.9,0.4079,151,147.0,158.0,169.0,intermittent,medium,seasonal
aguilegia,6273,21,6252,0.9967,0.0033,72.0,0.0115,3.4286,2.0633,18,2,1.45,0.3622,110,,,,intermittent,medium,very_narrow
gelso,6273,22,6251,0.9965,0.0035,24.0,0.0038,1.0909,0.2942,18,10,240.2381,0.0728,121,73.8,102.5,233.2,intermittent,medium,all_year
kerria japonica,6273,22,6251,0.9965,0.0035,27.0,0.0043,1.2273,0.5284,18,5,204.381,0.1854,37,70.0,75.0,95.0,intermittent,medium,seasonal
crescione,6273,23,6250,0.9963,0.0037,28.0,0.0045,1.2174,0.5184,18,7,16.2273,0.1814,278,50.2,59.5,68.8,intermittent,medium,broad_seasonal
porro,6273,23,6250,0.9963,0.0037,45.0,0.0072,1.9565,1.2239,18,4,4.2273,0.3913,89,,,,intermittent,medium,seasonal
nespolo,6273,24,6249,0.9962,0.0038,25.0,0.004,1.0417,0.2041,18,10,226.7391,0.0384,91,86.0,102.0,142.5,intermittent,medium,all_year
craspedia,6273,24,6249,0.9962,0.0038,33.0,0.0053,1.375,0.7109,18,9,62.7826,0.2673,287,84.0,197.0,285.0,intermittent,medium,broad_seasonal
arabis,6273,24,6249,0.9962,0.0038,45.0,0.0072,1.875,1.2619,18,3,142.0435,0.4529,39,56.0,62.0,64.0,intermittent,medium,very_narrow
clementino,6273,25,6248,0.996,0.004,26.0,0.0041,1.04,0.2,18,10,150.9167,0.037,61,51.0,65.5,74.8,intermittent,medium,all_year
philodendron adansonii,6273,25,6248,0.996,0.004,27.0,0.0043,1.08,0.4,18,7,37.125,0.1372,193,93.2,126.5,159.8,intermittent,medium,broad_seasonal
leucophyllum,6273,25,6248,0.996,0.004,28.0,0.0045,1.12,0.3317,18,5,183.9583,0.0877,241,225.5,240.0,241.8,intermittent,medium,seasonal
bletilla,6273,25,6248,0.996,0.004,32.0,0.0051,1.28,0.6137,18,6,64.2083,0.2299,52,46.0,47.0,52.0,intermittent,medium,seasonal
penstemon,6273,25,6248,0.996,0.004,37.0,0.0059,1.48,0.9183,18,4,138.3333,0.385,135,134.0,146.0,147.0,intermittent,medium,seasonal
homalomena,6273,26,6247,0.9959,0.0041,28.0,0.0045,1.0769,0.2717,18,11,54.04,0.0637,161,18.0,21.5,53.2,intermittent,medium,all_year
erba aglina,6273,26,6247,0.9959,0.0041,30.0,0.0048,1.1538,0.6127,18,9,12.6,0.282,274,60.2,84.5,108.8,intermittent,medium,broad_seasonal
erigeron,6273,26,6247,0.9959,0.0041,35.0,0.0056,1.3462,0.6288,18,7,139.56,0.2182,115,110.0,113.0,119.2,intermittent,medium,broad_seasonal
columnea krakatau,6273,26,6247,0.9959,0.0041,36.0,0.0057,1.3846,0.6373,18,7,168.76,0.2119,153,45.0,126.0,138.0,intermittent,medium,broad_seasonal
timo alberello,6273,26,6247,0.9959,0.0041,41.0,0.0065,1.5769,1.0648,18,8,45.64,0.456,322,17.5,54.5,137.5,intermittent,medium,broad_seasonal
giuggiolo,6273,27,6246,0.9957,0.0043,30.0,0.0048,1.1111,0.3203,18,9,228.1154,0.0831,339,57.0,119.0,281.0,intermittent,medium,broad_seasonal
heliconia,6273,28,6245,0.9955,0.0045,32.0,0.0051,1.1429,0.3563,18,11,146.5926,0.0972,140,82.2,123.0,184.8,intermittent,medium,all_year
tanaceto,6273,28,6245,0.9955,0.0045,32.0,0.0051,1.1429,0.4484,18,8,62.7037,0.1539,111,72.5,89.5,106.8,intermittent,medium,broad_seasonal
davallia,6273,28,6245,0.9955,0.0045,34.0,0.0054,1.2143,0.6862,18,11,138.9259,0.3194,328,52.2,190.5,277.8,intermittent,medium,all_year
pero,6273,28,6245,0.9955,0.0045,34.0,0.0054,1.2143,0.7868,18,10,133.2593,0.4198,285,22.2,59.0,102.2,intermittent,medium,all_year
gasteria,6273,28,6245,0.9955,0.0045,37.0,0.0059,1.3214,0.6696,18,7,45.7778,0.2568,145,140.5,145.0,149.0,intermittent,medium,broad_seasonal
acetosa,6273,28,6245,0.9955,0.0045,38.0,0.0061,1.3571,0.731,18,9,110.6667,0.2901,143,74.2,109.5,128.8,intermittent,medium,broad_seasonal
liquidambar,6273,29,6244,0.9954,0.0046,33.0,0.0053,1.1379,0.4411,18,10,182.0357,0.1503,243,69.0,97.0,247.5,intermittent,medium,all_year
