family_name,days_total,pos_days,zero_days,zero_rate,pos_rate,qty_total,qty_avg_all_days,qty_avg_pos_days,qty_std_pos_days,years_count,active_months,adi,cv2_pos,peak_doy,season_start_p25,season_start_p50,season_start_p75,demand_class,data_quality_class,seasonality_class
convolvolo,6273,488,5785,0.9222,0.0778,1032.0,0.1645,2.1148,1.8032,18,11,12.2341,0.7271,104,57.0,67.0,81.0,lumpy,strong,all_year
boronia,6273,495,5778,0.9211,0.0789,1072.0,0.1709,2.1657,1.7636,18,12,8.8664,0.6631,88,18.0,32.0,36.0,lumpy,strong,all_year
hoya kerrii,6273,496,5777,0.9209,0.0791,1011.0,0.1612,2.0383,4.8007,18,12,4.4667,5.5472,233,6.0,11.0,21.0,lumpy,strong,all_year
sempervivum,6273,498,5775,0.9206,0.0794,1046.0,0.1667,2.1004,1.9701,18,12,11.8189,0.8798,236,10.8,59.5,97.8,lumpy,strong,all_year
agapanthus,6273,506,5767,0.9193,0.0807,822.0,0.131,1.6245,1.1678,18,11,12.3406,0.5167,59,40.0,43.5,47.8,lumpy,strong,all_year
coleus,6273,515,5758,0.9179,0.0821,1232.0,0.1964,2.3922,1.9281,18,9,10.8949,0.6496,135,96.5,112.0,123.2,lumpy,strong,broad_seasonal
carciofo,6273,515,5758,0.9179,0.0821,1909.0,0.3043,3.7068,3.221,18,12,9.1498,0.7551,101,41.2,49.0,59.5,lumpy,strong,all_year
timo,6273,517,5756,0.9176,0.0824,1103.0,0.1758,2.1335,2.1887,18,12,11.1395,1.0524,77,5.5,64.0,120.0,lumpy,strong,all_year
camelia japonica,6273,521,5752,0.9169,0.0831,863.0,0.1376,1.6564,1.2384,18,12,12.0231,0.559,67,6.0,17.0,32.0,lumpy,strong,all_year
graminacee festuca,6273,521,5752,0.9169,0.0831,1120.0,0.1785,2.1497,1.7858,18,12,11.8115,0.6901,289,7.0,22.0,86.2,lumpy,strong,all_year
cavolo,6273,523,5750,0.9166,0.0834,2021.0,0.3222,3.8642,4.056,18,12,5.9808,1.1017,282,60.2,63.5,69.8,lumpy,strong,all_year
menta glaciale,6273,545,5728,0.9131,0.0869,938.0,0.1495,1.7211,1.5551,18,12,7.296,0.8164,98,43.2,55.5,61.8,lumpy,strong,all_year
santoreggia,6273,546,5727,0.913,0.087,1162.0,0.1852,2.1282,2.069,18,12,6.3688,0.9451,117,30.5,44.0,57.0,lumpy,strong,all_year
perenni,6273,548,5725,0.9126,0.0874,2137.0,0.3407,3.8996,4.4095,18,12,9.3931,1.2786,71,25.8,45.0,52.8,lumpy,strong,all_year
begoniaelatior,6273,564,5709,0.9101,0.0899,1337.0,0.2131,2.3706,2.3471,18,12,10.9325,0.9803,128,49.8,93.5,125.5,lumpy,strong,all_year
crassula,6273,593,5680,0.9055,0.0945,919.0,0.1465,1.5497,1.2646,18,12,10.4932,0.6659,92,8.0,31.0,75.0,lumpy,strong,all_year
glicine,6273,594,5679,0.9053,0.0947,1113.0,0.1774,1.8737,1.4282,18,12,10.5093,0.581,101,27.0,44.0,53.0,lumpy,strong,all_year
callistemon,6273,596,5677,0.905,0.095,1068.0,0.1703,1.7919,1.4,18,12,10.484,0.6104,121,30.2,51.0,61.5,lumpy,strong,all_year
menta piperita,6273,600,5673,0.9044,0.0956,1274.0,0.2031,2.1233,1.9028,18,12,5.7696,0.8031,106,23.5,45.0,54.0,lumpy,strong,all_year
stephanotis,6273,603,5670,0.9039,0.0961,901.0,0.1436,1.4942,1.054,18,12,10.2093,0.4976,133,22.0,33.0,73.0,lumpy,strong,all_year
clematis,6273,603,5670,0.9039,0.0961,1250.0,0.1993,2.073,1.7122,18,12,10.3472,0.6822,108,29.2,37.0,50.8,lumpy,strong,all_year
cipresso nero,6273,607,5666,0.9032,0.0968,1229.0,0.1959,2.0247,1.7504,18,12,10.2063,0.7474,213,5.0,16.0,28.0,lumpy,strong,all_year
aglio,6273,618,5655,0.9015,0.0985,1146.0,0.1827,1.8544,1.6922,18,11,10.1248,0.8328,69,4.2,8.0,16.5,lumpy,strong,all_year
vite,6273,620,5653,0.9012,0.0988,1132.0,0.1805,1.8258,1.4742,18,12,10.1082,0.6519,13,11.2,19.5,34.0,lumpy,strong,all_year
solanum pseudocapsicum,6273,623,5650,0.9007,0.0993,1518.0,0.242,2.4366,2.1009,18,12,9.8167,0.7434,288,5.8,77.5,205.0,lumpy,strong,all_year
aster,6273,626,5647,0.9002,0.0998,2835.0,0.4519,4.5288,4.6355,18,10,9.4432,1.0477,244,144.0,228.0,241.0,lumpy,strong,all_year
lauro,6273,629,5644,0.8997,0.1003,2030.0,0.3236,3.2273,3.4734,18,12,9.9761,1.1583,87,5.8,11.5,24.8,lumpy,strong,all_year
nemesia,6273,639,5634,0.8981,0.1019,3174.0,0.506,4.9671,5.5995,18,8,9.2712,1.2708,92,42.0,47.0,61.5,lumpy,strong,broad_seasonal
menta,6273,642,5631,0.8977,0.1023,1286.0,0.205,2.0031,1.6083,18,12,6.0109,0.6446,98,13.0,42.0,70.5,lumpy,strong,all_year
bidens,6273,652,5621,0.8961,0.1039,1876.0,0.2991,2.8773,2.6658,18,7,9.0323,0.8584,98,62.0,72.0,81.0,lumpy,strong,broad_seasonal
senecio,6273,662,5611,0.8945,0.1055,1078.0,0.1718,1.6284,1.4006,18,12,8.6324,0.7397,275,5.0,11.0,18.0,lumpy,strong,all_year
sunpatiens,6273,668,5605,0.8935,0.1065,3715.0,0.5922,5.5614,5.5499,18,9,6.2714,0.9959,133,81.0,89.5,94.8,lumpy,strong,broad_seasonal
calibrachoa,6273,671,5602,0.893,0.107,5522.0,0.8803,8.2295,9.6953,18,6,8.9015,1.3879,121,78.5,91.0,102.5,lumpy,strong,seasonal
zinnia,6273,677,5596,0.8921,0.1079,2731.0,0.4354,4.034,4.2479,18,7,8.7751,1.1089,153,120.0,130.0,133.0,lumpy,strong,broad_seasonal
hawortia,6273,678,5595,0.8919,0.1081,1496.0,0.2385,2.2065,2.0672,18,12,3.1876,0.8777,356,4.0,5.0,15.5,lumpy,strong,all_year
graminacee carex,6273,678,5594,0.8918,0.1081,1490.0,0.2375,2.1991,2.0118,18,12,9.2526,0.8369,305,6.8,21.0,43.0,lumpy,strong,all_year
carnivora,6273,694,5579,0.8894,0.1106,1210.0,0.1929,1.7435,1.2381,18,12,8.9192,0.5043,148,19.2,57.5,96.8,lumpy,strong,all_year
oleandro,6273,697,5576,0.8889,0.1111,1454.0,0.2318,2.0861,1.8111,18,12,8.9454,0.7537,259,23.5,39.5,58.8,lumpy,strong,all_year
begonia dragon,6273,703,5570,0.8879,0.1121,2857.0,0.4554,4.064,3.9071,18,10,8.5228,0.9243,115,83.5,90.0,107.5,lumpy,strong,all_year
delosperma,6273,718,5555,0.8855,0.1145,2889.0,0.4605,4.0237,4.2862,18,10,8.3361,1.1348,112,64.2,76.0,92.2,lumpy,strong,all_year
scindapsus,6273,736,5537,0.8827,0.1173,1291.0,0.2058,1.7541,1.3645,18,12,8.3891,0.6051,50,10.0,18.0,24.0,lumpy,strong,all_year
ficus pumila,6273,742,5531,0.8817,0.1183,1463.0,0.2332,1.9717,2.1591,18,12,8.4399,1.1992,160,7.2,11.5,35.0,lumpy,strong,all_year
erica gracilis,6273,744,5529,0.8814,0.1186,3188.0,0.5082,4.2849,4.6154,18,11,8.2692,1.1602,271,23.0,229.0,234.0,lumpy,strong,all_year
mirto,6273,757,5516,0.8793,0.1207,1504.0,0.2398,1.9868,1.6793,18,12,8.209,0.7144,81,12.5,17.0,31.0,lumpy,strong,all_year
erba cipollina,6273,758,5515,0.8792,0.1208,1466.0,0.2337,1.934,1.7043,18,12,7.0674,0.7765,133,25.0,46.0,53.5,lumpy,strong,all_year
calibracoa,6273,776,5497,0.8763,0.1237,7693.0,1.2264,9.9137,11.6035,18,9,7.1213,1.37,121,76.5,87.0,95.0,lumpy,strong,broad_seasonal
picea,6273,779,5494,0.8758,0.1242,1414.0,0.2254,1.8151,1.6111,18,12,7.9319,0.7878,342,7.8,17.5,47.0,lumpy,strong,all_year
pentas,6273,781,5492,0.8755,0.1245,2508.0,0.3998,3.2113,2.8162,18,8,7.5795,0.7691,169,136.0,144.0,158.2,lumpy,strong,broad_seasonal
plumbago,6273,793,5480,0.8736,0.1264,1629.0,0.2597,2.0542,1.8204,18,12,7.6439,0.7853,130,45.0,67.0,95.0,lumpy,strong,all_year
erica darleyensis,6273,793,5480,0.8736,0.1264,2516.0,0.4011,3.1728,3.216,18,11,7.5859,1.0274,342,2.2,4.5,10.5,lumpy,strong,all_year
bellis,6273,793,5480,0.8736,0.1264,5396.0,0.8602,6.8045,9.5331,18,9,7.8876,1.9628,53,6.2,14.5,27.8,lumpy,strong,broad_seasonal
lantana,6273,811,5462,0.8707,0.1293,2304.0,0.3673,2.8409,2.9678,18,12,7.5852,1.0913,147,61.8,87.0,106.2,lumpy,strong,all_year
grevillea,6273,815,5458,0.8701,0.1299,1565.0,0.2495,1.9202,1.569,18,12,7.6265,0.6676,89,11.2,24.0,34.5,lumpy,strong,all_year
lobelia,6273,824,5449,0.8686,0.1314,2938.0,0.4684,3.5655,3.329,18,7,7.1665,0.8717,121,64.0,84.0,106.0,lumpy,strong,broad_seasonal
fioriture estive,6273,824,5449,0.8686,0.1314,70797.0,11.286,85.9187,95.7961,18,8,4.1361,1.2431,121,81.0,86.5,95.5,lumpy,strong,broad_seasonal
lantana camara,6273,832,5441,0.8674,0.1326,2477.0,0.3949,2.9772,3.0654,18,8,7.4188,1.0601,114,69.2,93.0,107.5,lumpy,strong,broad_seasonal
solanum jasminoides,6273,836,5437,0.8667,0.1333,2932.0,0.4674,3.5072,4.2515,18,12,7.1222,1.4695,97,65.0,86.0,104.0,lumpy,strong,all_year
solanum rantonetti,6273,838,5435,0.8664,0.1336,2720.0,0.4336,3.2458,3.7632,18,12,7.4707,1.3442,115,11.0,39.0,131.0,lumpy,strong,all_year
cedrina,6273,842,5431,0.8658,0.1342,1874.0,0.2987,2.2257,2.0555,18,12,6.8419,0.8529,121,18.2,49.0,70.2,lumpy,strong,all_year
gladiolo,6273,845,5428,0.8653,0.1347,1823.0,0.2906,2.1574,1.6975,18,12,7.3803,0.6191,70,40.2,43.0,45.0,lumpy,strong,all_year
frutti,6273,848,5425,0.8648,0.1352,1637.0,0.261,1.9304,1.5832,18,12,6.6187,0.6726,76,4.0,12.0,34.5,lumpy,strong,all_year
cuphea,6273,849,5424,0.8647,0.1353,2273.0,0.3623,2.6773,2.7732,18,11,7.1368,1.0729,167,74.0,89.0,126.0,lumpy,strong,all_year
piante acquatiche,6273,858,5415,0.8632,0.1368,2167.0,0.3454,2.5256,2.2869,18,12,6.9977,0.8199,123,66.0,77.0,90.0,lumpy,strong,all_year
crocus,6273,863,5409,0.8623,0.1376,1804.0,0.2876,2.0915,2.1001,18,11,6.9385,1.0082,45,4.0,5.5,10.8,lumpy,strong,all_year
cytisus,6273,871,5402,0.8612,0.1388,3043.0,0.4851,3.4937,4.1641,18,12,7.1356,1.4206,92,30.8,51.5,62.0,lumpy,strong,all_year
dendrobium,6273,877,5396,0.8602,0.1398,1323.0,0.2109,1.5086,1.1027,18,12,6.9703,0.5343,301,17.0,28.0,58.0,lumpy,strong,all_year
prezzemolo,6273,885,5388,0.8589,0.1411,2267.0,0.3614,2.5616,2.4122,18,12,6.9536,0.8868,115,8.0,51.0,98.0,lumpy,strong,all_year
rosa rampicante,6273,892,5381,0.8578,0.1422,2057.0,0.3279,2.3061,1.9897,18,12,7.0135,0.7445,153,25.0,46.0,52.0,lumpy,strong,all_year
anthirrinum,6273,908,5364,0.8551,0.1447,3732.0,0.5949,4.1123,4.6063,18,8,6.8479,1.2547,84,43.5,53.5,60.8,lumpy,strong,broad_seasonal
geraneo macranta,6273,946,5327,0.8492,0.1508,5127.0,0.8173,5.4197,6.863,18,6,6.2201,1.6036,121,74.0,81.0,88.0,lumpy,strong,seasonal
maggiorana,6273,951,5322,0.8484,0.1516,1738.0,0.2771,1.8275,1.4717,18,12,5.6274,0.6485,92,8.0,14.0,74.8,lumpy,strong,all_year
ilex,6273,951,5322,0.8484,0.1516,2349.0,0.3745,2.47,2.6618,18,12,6.5968,1.1613,342,2.0,5.0,11.5,lumpy,strong,all_year
polygala,6273,952,5321,0.8482,0.1518,2209.0,0.3521,2.3204,2.0711,18,12,6.5289,0.7967,100,30.5,41.0,54.0,lumpy,strong,all_year
solanum,6273,958,5315,0.8473,0.1527,2929.0,0.4669,3.0574,3.4265,18,12,6.4639,1.256,97,45.8,64.0,84.2,lumpy,strong,all_year
ranuncolo,6273,971,5302,0.8452,0.1548,5283.0,0.8422,5.4408,7.6863,18,11,6.4227,1.9958,77,8.8,24.0,41.0,lumpy,strong,all_year
basket,6273,1004,5269,0.8399,0.1601,4491.0,0.7159,4.4731,5.4896,18,12,5.9641,1.5061,115,68.0,77.0,89.0,lumpy,strong,all_year
sanseveria futura,6273,1015,5258,0.8382,0.1618,2063.0,0.3289,2.0325,1.6765,18,12,4.8373,0.6803,62,2.0,7.0,55.0,lumpy,strong,all_year
peonia,6273,1024,5249,0.8368,0.1632,2279.0,0.3633,2.2256,1.8201,18,12,6.131,0.6688,58,16.2,23.5,29.8,lumpy,strong,all_year
helxine,6273,1025,5248,0.8366,0.1634,1906.0,0.3038,1.8595,1.7286,18,12,5.9873,0.8642,127,7.0,19.0,50.0,lumpy,strong,all_year
nandina,6273,1036,5237,0.8348,0.1652,2018.0,0.3217,1.9479,1.5174,18,12,6.058,0.6069,337,3.2,6.0,11.8,lumpy,strong,all_year
brassica,6273,1037,5236,0.8347,0.1653,3448.0,0.5497,3.325,3.2826,18,8,6.0,0.9747,299,2.2,4.5,9.5,lumpy,strong,broad_seasonal
photinia,6273,1057,5216,0.8315,0.1685,4275.0,0.6815,4.0445,4.4265,18,12,5.9176,1.1978,92,7.2,13.5,21.5,lumpy,strong,all_year
origano,6273,1059,5214,0.8312,0.1688,2447.0,0.3901,2.3107,2.1333,18,12,5.1871,0.8523,85,10.5,35.0,62.2,lumpy,strong,all_year
chamaciparis,6273,1065,5208,0.8302,0.1698,2577.0,0.4108,2.4197,2.5615,18,12,5.89,1.1207,342,2.5,5.5,18.5,lumpy,strong,all_year
asparagus,6273,1067,5206,0.8299,0.1701,1821.0,0.2903,1.7067,1.2707,18,12,5.8227,0.5543,253,4.2,8.5,17.2,lumpy,strong,all_year
pernettya,6273,1070,5203,0.8294,0.1706,2447.0,0.3901,2.2869,1.9686,18,11,5.8148,0.741,302,2.2,3.5,6.8,lumpy,strong,all_year
euphorbia stella di natale,6273,1071,5202,0.8293,0.1707,24989.0,3.9836,23.3324,31.4437,18,12,5.8514,1.8161,342,2.0,2.5,12.8,lumpy,strong,all_year
girasole,6273,1096,5177,0.8253,0.1747,4891.0,0.7797,4.4626,5.2193,18,8,5.5032,1.3679,121,89.0,101.0,111.0,lumpy,strong,broad_seasonal
crossandra,6273,1117,5156,0.8219,0.1781,2745.0,0.4376,2.4575,2.3451,18,12,5.5152,0.9106,224,85.0,110.0,137.0,lumpy,strong,all_year
incenso,6273,1144,5129,0.8176,0.1824,4450.0,0.7094,3.8899,4.1179,18,12,5.1706,1.1207,132,25.8,67.5,90.0,lumpy,strong,all_year
iris,6273,1157,5116,0.8156,0.1844,2966.0,0.4728,2.5635,2.8983,18,12,5.4014,1.2782,62,6.0,8.5,12.8,lumpy,strong,all_year
menta banana,6273,1178,5095,0.8122,0.1878,6351.0,1.0124,5.3913,7.5838,18,12,4.4231,1.9787,111,12.0,56.0,99.0,lumpy,strong,all_year
timo limone,6273,1183,5090,0.8114,0.1886,2651.0,0.4226,2.2409,2.1701,18,12,4.6785,0.9378,141,13.8,26.0,58.0,lumpy,strong,all_year
gaultheria,6273,1204,5069,0.8081,0.1919,3198.0,0.5098,2.6561,2.2209,18,12,5.1131,0.6991,342,2.0,4.0,13.0,lumpy,strong,all_year
rosa patio,6273,1220,5053,0.8055,0.1945,4643.0,0.7402,3.8057,4.2837,18,12,5.055,1.267,129,17.5,33.5,50.0,lumpy,strong,all_year
skimmia,6273,1228,5045,0.8042,0.1958,3144.0,0.5012,2.5603,2.1418,18,12,5.1108,0.6998,358,2.0,2.0,4.0,lumpy,strong,all_year
gardenia,6273,1255,5018,0.7999,0.2001,2521.0,0.4019,2.0088,1.711,18,12,4.9625,0.7255,128,23.0,31.5,43.5,lumpy,strong,all_year
elleboro,6273,1271,5002,0.7974,0.2026,4943.0,0.788,3.8891,3.5211,18,11,4.9205,0.8197,357,2.0,2.0,2.8,lumpy,strong,all_year
pilea,6273,1275,4998,0.7967,0.2033,2213.0,0.3528,1.7357,1.2391,18,12,4.1303,0.5096,42,3.0,9.5,50.2,lumpy,strong,all_year
fucsia,6273,1276,4997,0.7966,0.2034,6173.0,0.9841,4.8378,5.9223,18,7,4.8729,1.4986,115,60.0,65.5,74.0,lumpy,strong,broad_seasonal
mesebrantemo,6273,1290,4983,0.7944,0.2056,12111.0,1.9307,9.3884,12.4483,18,12,4.7044,1.7581,115,54.0,60.0,66.0,lumpy,strong,all_year
bromelia,6273,1291,4982,0.7942,0.2058,2586.0,0.4122,2.0031,1.6566,18,12,4.8279,0.6839,17,3.2,6.0,15.8,lumpy,strong,all_year
cappero,6273,1310,4963,0.7912,0.2088,3319.0,0.5291,2.5336,2.2779,18,12,4.7769,0.8083,124,11.2,15.0,52.5,lumpy,strong,all_year
cineraria,6273,1321,4952,0.7894,0.2106,3875.0,0.6177,2.9334,3.6131,18,12,4.7189,1.5171,67,5.5,13.0,24.8,lumpy,strong,all_year
gerbera,6273,1322,4951,0.7893,0.2107,9823.0,1.5659,7.4304,10.0853,18,9,4.7002,1.8423,92,54.0,63.0,65.8,lumpy,strong,broad_seasonal
curcuma,6273,1326,4947,0.7886,0.2114,2380.0,0.3794,1.7949,1.3873,18,9,4.5268,0.5974,134,91.0,100.0,129.0,lumpy,strong,broad_seasonal
petunia,6273,1350,4923,0.7848,0.2152,20138.0,3.2103,14.917,22.6209,18,8,4.2987,2.2996,121,56.0,65.0,76.0,lumpy,strong,broad_seasonal
sedum,6273,1390,4883,0.7784,0.2216,3434.0,0.5474,2.4705,2.4724,18,12,4.4219,1.0015,251,4.0,9.5,24.5,lumpy,strong,all_year
calla,6273,1401,4872,0.7767,0.2233,4727.0,0.7535,3.374,3.2395,18,12,4.4514,0.9218,88,13.0,32.5,40.0,lumpy,strong,all_year
salvia salvione,6273,1413,4860,0.7747,0.2253,4715.0,0.7516,3.3369,3.7858,18,12,3.8839,1.2872,121,14.5,21.0,54.0,lumpy,strong,all_year
olivo,6273,1436,4837,0.7711,0.2289,2373.0,0.3783,1.6525,1.5396,18,12,4.3345,0.8681,81,4.5,11.0,18.5,lumpy,strong,all_year
bouganvillea,6273,1444,4829,0.7698,0.2302,3579.0,0.5705,2.4785,2.3148,18,12,4.2218,0.8723,129,42.0,53.0,67.0,lumpy,strong,all_year
verbena,6273,1444,4829,0.7698,0.2302,12906.0,2.0574,8.9377,11.3919,18,7,4.1802,1.6246,115,72.0,76.0,85.0,lumpy,strong,broad_seasonal
lavanda,6273,1447,4825,0.7692,0.2307,5234.0,0.8344,3.6178,3.9644,18,12,4.3285,1.2007,115,10.2,26.5,48.0,lumpy,strong,all_year
dichondra,6273,1446,4823,0.7689,0.2305,2439.0,0.3888,1.6895,1.1904,18,12,4.3308,0.4964,121,6.8,15.5,26.5,lumpy,strong,all_year
schlumbergera,6273,1457,4816,0.7677,0.2323,3567.0,0.5686,2.4482,2.2603,18,12,4.3063,0.8524,342,3.2,5.0,8.8,lumpy,strong,all_year
felce nephrolepis,6273,1466,4807,0.7663,0.2337,2275.0,0.3627,1.5518,1.1336,18,12,4.2744,0.5336,92,4.0,6.0,8.0,lumpy,strong,all_year
composizione,6273,1467,4806,0.7661,0.2339,9359.0,1.4919,6.3797,13.6937,18,12,4.264,4.6072,358,3.0,5.5,14.2,lumpy,strong,all_year
saintpaulia,6273,1470,4803,0.7657,0.2343,3630.0,0.5787,2.4694,2.3586,18,12,4.2655,0.9123,130,5.2,6.5,9.5,lumpy,strong,all_year
dimorphoteca,6273,1484,4789,0.7634,0.2366,14659.0,2.3368,9.878,12.0684,18,9,4.1902,1.4926,121,48.5,55.5,57.8,lumpy,strong,broad_seasonal
abelia,6273,1491,4782,0.7623,0.2377,4341.0,0.692,2.9115,2.7358,18,12,4.1966,0.883,236,15.5,37.5,58.8,lumpy,strong,all_year
fittonia,6273,1500,4773,0.7609,0.2391,4150.0,0.6616,2.7667,2.541,18,12,4.1795,0.8435,282,3.0,9.0,44.0,lumpy,strong,all_year
chlorophytum,6273,1504,4769,0.7602,0.2398,2607.0,0.4156,1.7334,1.3304,18,12,4.0073,0.589,121,2.2,6.0,11.0,lumpy,strong,all_year
primula,6273,1505,4768,0.7601,0.2399,59214.0,9.4395,39.3449,63.5931,18,10,4.1695,2.6124,59,2.0,2.0,7.5,lumpy,strong,all_year
bosso,6273,1512,4761,0.759,0.241,5165.0,0.8234,3.416,4.0835,18,12,4.1178,1.429,305,3.5,6.0,20.2,lumpy,strong,all_year
chamadorea,6273,1515,4758,0.7585,0.2415,2581.0,0.4114,1.7036,1.3821,18,12,4.0819,0.6581,33,3.2,6.0,13.2,lumpy,strong,all_year
iberis,6273,1524,4749,0.7571,0.2429,5621.0,0.8961,3.6883,3.857,18,10,4.1149,1.0936,32,2.0,3.0,6.8,lumpy,strong,all_year
margherita,6273,1571,4702,0.7496,0.2504,14339.0,2.2858,9.1273,10.3296,18,10,3.9949,1.2808,115,37.8,46.5,53.8,lumpy,strong,all_year
lavanda angustifolia,6273,1577,4696,0.7486,0.2514,7748.0,1.2351,4.9131,5.8637,18,12,3.4784,1.4244,126,6.2,21.0,55.5,lumpy,strong,all_year
lavanda stoechas,6273,1586,4687,0.7472,0.2528,9688.0,1.5444,6.1084,7.0519,18,12,3.9369,1.3328,115,18.2,30.0,39.5,lumpy,strong,all_year
timo faustini,6273,1593,4680,0.7461,0.2539,4023.0,0.6413,2.5254,2.3125,18,12,3.4472,0.8385,92,4.5,18.0,63.0,lumpy,strong,all_year
piante,6273,1616,4657,0.7424,0.2576,246422.0,39.283,152.4889,169.2481,18,8,2.5957,1.2319,115,73.0,77.0,81.0,lumpy,strong,broad_seasonal
vinca,6273,1618,4655,0.7421,0.2579,9427.0,1.5028,5.8263,7.2952,18,12,3.8182,1.5678,162,12.0,24.0,49.8,lumpy,strong,all_year
euryops,6273,1659,4614,0.7355,0.2645,5866.0,0.9351,3.5359,4.082,18,12,3.7829,1.3328,95,3.0,7.0,14.8,lumpy,strong,all_year
celosia,6273,1689,4583,0.7306,0.2692,6842.0,1.0907,4.0515,3.9734,18,10,3.5504,0.9618,122,96.0,104.0,112.0,lumpy,strong,all_year
narciso,6273,1701,4572,0.7288,0.2712,5334.0,0.8503,3.1358,3.307,18,9,3.6853,1.1122,67,3.0,4.0,6.0,lumpy,strong,broad_seasonal
lilium,6273,1705,4568,0.7282,0.2718,3906.0,0.6227,2.2909,2.1367,18,12,3.6778,0.8699,54,7.8,23.0,43.0,lumpy,strong,all_year
pianta fiorita,6273,1729,4544,0.7244,0.2756,9529.0,1.519,5.5113,6.9379,18,12,3.4358,1.5847,131,3.8,5.5,29.0,lumpy,strong,all_year
juniperus,6273,1733,4538,0.7234,0.2763,4576.0,0.7295,2.6422,2.4681,18,12,3.6195,0.8725,305,4.0,7.5,14.0,lumpy,strong,all_year
rosmarino prostrato,6273,1735,4538,0.7234,0.2766,5050.0,0.805,2.9107,3.2068,18,12,3.357,1.2138,113,6.0,13.0,25.0,lumpy,strong,all_year
portulaca,6273,1753,4520,0.7205,0.2795,12371.0,1.9721,7.057,6.8811,18,7,3.4275,0.9508,153,85.0,102.0,112.0,lumpy,strong,broad_seasonal
calocephalus,6273,1762,4511,0.7191,0.2809,4987.0,0.795,2.8303,2.7256,18,12,3.4248,0.9274,296,2.0,2.0,3.0,lumpy,strong,all_year
gazania,6273,1765,4508,0.7186,0.2814,17395.0,2.773,9.8555,12.419,18,10,3.521,1.5879,115,35.5,45.5,56.0,lumpy,strong,all_year
hippeastrum,6273,1768,4505,0.7182,0.2818,3409.0,0.5434,1.9282,1.4826,18,12,3.5467,0.5912,92,2.0,3.5,5.5,lumpy,strong,all_year
rosa kordana,6273,1791,4482,0.7145,0.2855,6741.0,1.0746,3.7638,3.9491,18,12,3.5,1.1009,304,5.2,7.5,26.2,lumpy,strong,all_year
coffea arabica,6273,1800,4473,0.7131,0.2869,3179.0,0.5068,1.7661,1.2885,18,12,3.2529,0.5322,121,4.0,7.0,20.0,lumpy,strong,all_year
ficus,6273,1803,4470,0.7126,0.2874,3590.0,0.5723,1.9911,1.5576,18,12,3.4778,0.6119,281,2.2,5.0,7.8,lumpy,strong,all_year
calluna,6273,1844,4429,0.706,0.294,23403.0,3.7308,12.6914,16.2662,18,12,3.2767,1.6427,283,2.2,7.5,28.2,lumpy,strong,all_year
echeveria,6273,1876,4397,0.7009,0.2991,5581.0,0.8897,2.9749,3.858,18,12,3.3344,1.6818,358,2.0,2.5,4.8,lumpy,strong,all_year
peperomia,6273,1882,4391,0.7,0.3,4481.0,0.7143,2.381,2.161,18,12,2.1377,0.8237,35,3.0,4.0,7.0,lumpy,strong,all_year
mimosa sensitiva,6273,1885,4388,0.6995,0.3005,5128.0,0.8175,2.7204,2.6304,18,12,3.2686,0.9349,129,11.5,43.0,67.0,lumpy,strong,all_year
hydrangea,6273,1892,4381,0.6984,0.3016,7353.0,1.1722,3.8864,4.0151,18,11,3.2909,1.0673,93,33.2,42.0,52.5,lumpy,strong,all_year
p.verdi,6273,1907,4366,0.696,0.304,11027.0,1.7579,5.7824,6.3676,18,12,3.2901,1.2126,64,2.0,5.0,17.8,lumpy,strong,all_year
loropetalum,6273,1912,4361,0.6952,0.3048,5444.0,0.8678,2.8473,2.5979,18,12,3.2815,0.8325,82,5.5,8.0,25.2,lumpy,strong,all_year
gloxinia,6273,1916,4357,0.6946,0.3054,5099.0,0.8128,2.6613,2.605,18,12,3.2486,0.9582,128,38.0,49.0,79.2,lumpy,strong,all_year
crisantemo,6273,1920,4353,0.6939,0.3061,16117.0,2.5693,8.3943,13.3057,18,12,3.2084,2.5125,302,9.0,20.0,137.0,lumpy,strong,all_year
dalia,6273,1920,4352,0.6938,0.3061,16139.0,2.5728,8.4062,11.8304,18,11,3.247,1.9806,121,37.5,42.5,44.8,lumpy,strong,all_year
tradescantia,6273,1936,4337,0.6914,0.3086,6946.0,1.1073,3.5878,3.6812,18,12,3.2377,1.0527,115,3.0,5.5,34.0,lumpy,strong,all_year
hebe,6273,1944,4329,0.6901,0.3099,8196.0,1.3066,4.216,4.9621,18,12,3.2105,1.3852,246,3.0,5.5,7.8,lumpy,strong,all_year
fragola,6273,1948,4325,0.6895,0.3105,21766.0,3.4698,11.1735,14.6963,18,12,3.1161,1.73,121,25.0,40.0,45.0,lumpy,strong,all_year
impatiens,6273,2010,4263,0.6796,0.3204,34189.0,5.4502,17.0095,22.9979,18,10,2.9821,1.8281,121,67.0,71.0,77.0,lumpy,strong,all_year
platycodon,6273,2133,4140,0.66,0.34,15443.0,2.4618,7.24,7.3326,18,8,2.8269,1.0257,153,96.0,103.0,116.0,lumpy,strong,broad_seasonal
hibiscus,6273,2159,4114,0.6558,0.3442,11117.0,1.7722,5.1491,5.7671,18,12,2.8021,1.2544,121,43.0,71.0,83.0,lumpy,strong,all_year
scindapsus aureus,6273,2231,4042,0.6443,0.3557,4732.0,0.7543,2.121,1.6882,18,12,2.8063,0.6335,72,2.0,3.0,10.2,lumpy,strong,all_year
